Battle,Turn,Player_HP,Agent_HP
840,11,26,8
840,12,26,-6
841,1,64,75
841,2,51,62
841,3,41,57
841,4,41,52
841,5,27,41
841,6,13,33
841,7,13,29
841,8,11,29
841,9,-1,21
842,1,70,69
842,2,58,59
842,3,55,59
842,4,55,57
842,5,51,57
842,6,51,56
842,7,47,36
842,8,43,26
842,9,35,16
842,10,35,21
842,11,15,7
842,12,21,7
842,13,16,7
842,14,16,-8
843,1,63,63
843,2,49,55
843,3,38,42
843,4,36,42
843,5,26,36
843,6,12,23
843,7,0,8
844,1,62,67
844,2,51,56
844,3,36,42
844,4,21,32
844,5,6,32
844,6,16,42
844,7,24,42
844,8,19,42
844,9,15,42
844,10,17,42
844,11,16,42
844,12,16,32
844,13,3,20
844,14,3,0
845,1,64,64
845,2,50,49
845,3,48,34
845,4,42,26
845,5,30,20
845,6,40,30
845,7,40,25
845,8,40,23
845,9,32,11
845,10,32,-2
846,1,60,63
846,2,46,51
846,3,36,40
846,4,21,37
846,5,27,37
846,6,15,23
846,7,3,13
846,8,3,13
846,9,3,15
846,10,-2,15
847,1,62,72
847,2,47,59
847,3,34,46
847,4,14,32
847,5,-1,28
848,1,75,70
848,2,75,55
848,3,71,43
848,4,71,41
848,5,71,48
848,6,75,58
848,7,70,42
848,8,70,44
848,9,70,40
848,10,70,44
848,11,70,45
848,12,59,35
848,13,59,39
848,14,50,33
848,15,44,18
848,16,44,20
848,17,44,18
848,18,44,24
848,19,44,22
848,20,54,32
848,21,54,27
848,22,38,13
848,23,29,2
848,24,29,-2
849,1,61,61
849,2,48,56
849,3,48,58
849,4,36,44
849,5,31,39
849,6,25,27
849,7,19,17
849,8,19,-3
850,1,70,69
850,2,55,54
850,3,46,39
850,4,37,37
850,5,22,25
850,6,26,25
850,7,20,15
850,8,10,15
850,9,12,15
850,10,2,15
850,11,2,21
850,12,12,31
850,13,-3,19
851,1,75,72
851,2,64,63
851,3,51,43
851,4,36,40
851,5,21,15
851,6,17,15
851,7,7,15
851,8,7,0
852,1,72,69
852,2,64,61
852,3,55,48
852,4,47,36
852,5,39,24
852,6,28,12
852,7,28,-13
853,1,55,69
853,2,43,56
853,3,43,62
853,4,39,52
853,5,33,40
853,6,21,27
853,7,23,27
853,8,-2,2
854,1,65,63
854,2,55,59
854,3,41,47
854,4,39,47
854,5,23,41
854,6,33,51
854,7,33,53
854,8,43,63
854,9,53,73
854,10,48,59
854,11,34,49
854,12,26,41
854,13,11,26
854,14,1,13
854,15,1,13
854,16,5,13
854,17,5,13
854,18,15,23
854,19,15,21
854,20,14,21
854,21,3,11
854,22,3,-9
855,1,64,63
855,2,74,73
855,3,68,53
855,4,58,48
855,5,46,28
855,6,34,15
855,7,34,-10
856,1,67,63
856,2,55,48
856,3,35,42
856,4,35,32
856,5,21,16
856,6,28,16
856,7,3,8
856,8,3,-7
857,1,62,62
857,2,47,56
857,3,37,52
857,4,24,46
857,5,12,36
857,6,8,36
857,7,-7,36
858,1,64,70
858,2,56,62
858,3,46,37
858,4,50,37
858,5,35,22
858,6,37,22
858,7,37,28
858,8,17,17
858,9,16,17
858,10,6,8
858,11,12,8
858,12,13,8
858,13,10,8
858,14,10,-4
859,1,61,60
859,2,46,35
859,3,36,20
859,4,16,14
859,5,22,14
859,6,32,24
859,7,22,11
859,8,17,11
859,9,21,11
859,10,21,11
859,11,16,11
859,12,11,11
859,13,11,-14
860,1,69,60
860,2,58,45
860,3,48,30
860,4,36,18
860,5,33,5
860,6,33,-5
861,1,60,61
861,2,60,65
861,3,60,61
861,4,60,56
861,5,55,44
861,6,43,31
861,7,27,17
861,8,33,17
861,9,43,27
861,10,23,15
861,11,21,15
861,12,21,0
862,1,64,69
862,2,49,54
862,3,49,48
862,4,39,36
862,5,24,24
862,6,14,14
862,7,14,14
862,8,11,14
862,9,11,14
862,10,15,14
862,11,5,4
862,12,2,4
862,13,9,4
862,14,9,-12
863,1,62,69
863,2,54,57
863,3,39,55
863,4,26,35
863,5,23,22
863,6,10,9
863,7,10,9
863,8,10,0
864,1,75,73
864,2,75,68
864,3,75,68
864,4,75,68
864,5,75,75
864,6,59,60
864,7,59,60
864,8,45,47
864,9,40,47
864,10,26,37
864,11,26,37
864,12,15,22
864,13,22,22
864,14,29,22
864,15,36,22
864,16,36,24
864,17,36,23
864,18,36,22
864,19,36,26
864,20,32,20
864,21,32,19
864,22,32,-1
865,1,63,65
865,2,61,65
865,3,51,45
865,4,36,37
865,5,23,28
865,6,11,13
865,7,8,3
865,8,14,3
865,9,4,3
865,10,4,-3
866,1,69,61
866,2,60,53
866,3,57,41
866,4,47,25
866,5,35,5
866,6,35,-4
867,1,60,55
867,2,56,45
867,3,54,39
867,4,40,31
867,5,36,16
867,6,22,4
867,7,21,4
867,8,17,4
867,9,6,2
867,10,13,2
867,11,13,-13
868,1,70,62
868,2,65,46
868,3,54,26
868,4,39,15
868,5,31,5
868,6,31,-9
869,1,71,63
869,2,63,51
869,3,51,39
869,4,43,33
869,5,30,19
869,6,30,14
869,7,24,2
869,8,24,-3
870,1,63,55
870,2,63,49
870,3,48,49
870,4,48,48
870,5,44,35
870,6,31,25
870,7,21,15
870,8,18,15
870,9,18,15
870,10,18,15
870,11,4,11
870,12,-1,11
871,1,71,64
871,2,59,54
871,3,44,41
871,4,30,26
871,5,15,12
871,6,15,12
871,7,15,12
871,8,5,12
871,9,5,12
871,10,2,12
871,11,-11,2
872,1,61,60
872,2,59,50
872,3,54,36
872,4,40,24
872,5,28,12
872,6,28,-3
873,1,65,63
873,2,65,63
873,3,55,51
873,4,49,26
873,5,46,16
873,6,36,16
873,7,24,5
873,8,34,15
873,9,24,2
873,10,9,2
873,11,9,-8
874,1,72,61
874,2,60,47
874,3,54,32
874,4,39,22
874,5,36,7
874,6,36,-5
875,1,55,67
875,2,40,59
875,3,35,59
875,4,27,47
875,5,11,34
875,6,6,34
875,7,0,24
876,1,55,61
876,2,42,47
876,3,32,39
876,4,22,29
876,5,8,14
876,6,8,-1
877,1,67,71
877,2,67,68
877,3,54,54
877,4,43,39
877,5,34,29
877,6,20,14
877,7,0,4
878,1,63,60
878,2,49,55
878,3,29,43
878,4,19,23
878,5,17,3
878,6,21,3
878,7,21,-5
879,1,71,71
879,2,59,61
879,3,45,48
879,4,31,23
879,5,16,13
879,6,4,9
879,7,14,19
879,8,10,6
879,9,10,6
879,10,9,6
879,11,8,6
879,12,8,-5
880,1,65,63
880,2,50,49
880,3,50,49
880,4,40,36
880,5,40,36
880,6,30,24
880,7,26,9
880,8,21,9
880,9,11,9
880,10,21,19
880,11,7,13
880,12,5,13
880,13,5,13
880,14,1,13
880,15,-1,13
881,1,55,66
881,2,50,54
881,3,50,54
881,4,46,34
881,5,35,24
881,6,22,9
881,7,20,9
881,8,18,9
881,9,16,9
881,10,18,9
881,11,8,9
881,12,8,-3
882,1,60,69
882,2,55,54
882,3,41,49
882,4,39,43
882,5,34,43
882,6,24,37
882,7,30,37
882,8,19,29
882,9,8,14
882,10,8,-1
883,1,71,61
883,2,61,51
883,3,58,47
883,4,33,44
883,5,24,38
883,6,14,26
883,7,4,17
883,8,1,17
883,9,0,17
884,1,69,66
884,2,59,54
884,3,53,38
884,4,57,38
884,5,57,38
884,6,32,23
884,7,26,21
884,8,18,6
884,9,18,6
884,10,18,-4
885,1,65,75
885,2,52,64
885,3,48,51
885,4,35,31
885,5,25,25
885,6,25,25
885,7,20,25
885,8,30,35
885,9,15,24
885,10,3,18
885,11,0,18
886,1,75,60
886,2,75,60
886,3,50,48
886,4,50,42
886,5,35,32
886,6,25,17
886,7,13,13
886,8,23,23
886,9,33,33
886,10,27,33
886,11,16,18
886,12,26,28
886,13,26,28
886,14,26,33
886,15,14,18
886,16,14,18
886,17,1,14
886,18,1,-6
887,1,63,64
887,2,63,59
887,3,52,51
887,4,50,37
887,5,60,47
887,6,45,37
887,7,30,12
887,8,30,-1
888,1,61,71
888,2,51,66
888,3,51,66
888,4,46,46
888,5,26,36
888,6,22,36
888,7,22,36
888,8,7,24
888,9,6,24
888,10,-6,8
889,1,63,60
889,2,48,40
889,3,37,31
889,4,29,21
889,5,17,8
889,6,27,18
889,7,24,5
889,8,34,15
889,9,19,7
889,10,9,7
889,11,6,7
889,12,16,17
889,13,26,27
889,14,26,25
889,15,16,10
889,16,22,10
889,17,23,10
889,18,18,10
889,19,12,10
889,20,17,10
889,21,21,10
889,22,21,-2
890,1,60,50
890,2,49,40
890,3,36,30
890,4,24,18
890,5,13,6
890,6,12,6
890,7,13,6
890,8,12,6
890,9,11,6
890,10,11,-4
891,1,61,61
891,2,59,53
891,3,47,39
891,4,33,27
891,5,23,12
891,6,23,17
891,7,22,17
891,8,22,15
891,9,19,15
891,10,17,15
891,11,15,15
891,12,25,25
891,13,24,25
891,14,19,10
891,15,15,10
891,16,14,10
891,17,-1,6
892,1,65,60
892,2,49,48
892,3,29,44
892,4,29,44
892,5,15,32
892,6,13,22
892,7,9,7
892,8,7,7
892,9,17,17
892,10,16,17
892,11,26,27
892,12,11,2
892,13,9,2
892,14,11,2
892,15,-4,2
893,1,72,62
893,2,69,53
893,3,63,42
893,4,50,27
893,5,50,22
893,6,45,11
893,7,34,1
893,8,34,-14
894,1,75,60
894,2,61,51
894,3,57,47
894,4,43,32
894,5,38,7
894,6,38,-3
895,1,65,63
895,2,50,51
895,3,46,51
895,4,36,38
895,5,36,38
895,6,46,48
895,7,56,58
895,8,56,48
895,9,41,33
895,10,16,23
895,11,14,23
895,12,3,13
895,13,13,23
895,14,0,8
896,1,63,60
896,2,63,60
896,3,43,48
896,4,23,46
896,5,21,46
896,6,9,40
896,7,-11,30
897,1,75,75
897,2,65,65
897,3,50,53
897,4,46,53
897,5,33,41
897,6,33,42
897,7,33,32
897,8,31,7
897,9,31,-3
898,1,67,65
898,2,57,51
898,3,42,45
898,4,33,32
898,5,25,19
898,6,20,19
898,7,5,19
898,8,5,19
898,9,2,19
898,10,3,19
898,11,3,19
898,12,-10,15
899,1,75,74
899,2,73,64
899,3,67,52
899,4,67,49
899,5,53,34
899,6,37,23
899,7,27,8
899,8,27,-6
900,1,69,66
900,2,61,58
900,3,46,45
900,4,46,45
900,5,46,43
900,6,31,28
900,7,20,3
900,8,19,3
900,9,19,-11
901,1,60,62
901,2,52,51
901,3,44,36
901,4,29,23
901,5,25,15
901,6,15,1
901,7,13,1
901,8,13,-12
902,1,50,60
902,2,35,49
902,3,19,37
902,4,9,22
902,5,7,22
902,6,-3,12
903,1,64,65
903,2,49,53
903,3,34,38
903,4,28,32
903,5,18,22
903,6,4,9
903,7,2,9
903,8,2,-6
904,1,60,64
904,2,59,64
904,3,44,54
904,4,42,54
904,5,28,39
904,6,16,29
904,7,11,29
904,8,1,16
904,9,-3,16
905,1,67,66
905,2,42,56
905,3,22,46
905,4,32,56
905,5,18,52
905,6,8,43
905,7,3,27
905,8,-12,11
906,1,66,60
906,2,51,48
906,3,52,48
906,4,32,33
906,5,30,13
906,6,30,-2
907,1,62,71
907,2,64,71
907,3,50,55
907,4,36,43
907,5,20,39
907,6,19,39
907,7,4,28
907,8,4,28
907,9,3,28
907,10,-10,15
908,1,60,65
908,2,40,51
908,3,20,26
908,4,14,14
908,5,14,14
908,6,-1,2
909,1,65,66
909,2,53,54
909,3,41,41
909,4,31,27
909,5,31,22
909,6,23,11
909,7,23,-1
910,1,71,66
910,2,51,57
910,3,43,44
910,4,28,40
910,5,14,29
910,6,12,29
910,7,0,24
911,1,63,59
911,2,50,45
911,3,50,43
911,4,35,29
911,5,15,9
911,6,9,9
911,7,15,9
911,8,13,9
911,9,1,1
911,10,-4,1
912,1,60,55
912,2,52,35
912,3,32,23
912,4,32,21
912,5,26,21
912,6,14,1
912,7,14,-14
913,1,69,59
913,2,63,53
913,3,51,37
913,4,45,22
913,5,37,13
913,6,37,-2
914,1,71,60
914,2,65,48
914,3,55,32
914,4,40,18
914,5,25,14
914,6,10,4
914,7,14,4
914,8,16,4
914,9,26,14
914,10,16,14
914,11,14,14
914,12,16,14
914,13,26,24
914,14,26,-1
915,1,55,60
915,2,41,56
915,3,39,42
915,4,29,26
915,5,19,10
915,6,14,10
915,7,1,4
915,8,9,4
915,9,8,4
915,10,6,4
915,11,6,-11
916,1,65,67
916,2,61,54
916,3,46,29
916,4,36,15
916,5,22,5
916,6,7,5
916,7,4,5
916,8,4,5
916,9,-1,5
917,1,59,63
917,2,47,55
917,3,33,43
917,4,22,31
917,5,12,31
917,6,-3,31
918,1,60,70
918,2,59,70
918,3,44,58
918,4,31,38
918,5,25,24
918,6,10,16
918,7,10,-4
919,1,66,71
919,2,60,71
919,3,58,65
919,4,47,45
919,5,34,40
919,6,20,30
919,7,15,30
919,8,3,19
919,9,-8,7
920,1,50,64
920,2,37,58
920,3,22,54
920,4,16,54
920,5,26,64
920,6,24,64
920,7,20,49
920,8,6,40
920,9,0,40
921,1,66,67
921,2,53,52
921,3,43,32
921,4,42,32
921,5,29,20
921,6,14,6
921,7,14,-2
922,1,67,63
922,2,56,53
922,3,53,41
922,4,33,21
922,5,27,16
922,6,17,10
922,7,17,10
922,8,7,10
922,9,6,10
922,10,-4,10
923,1,69,64
923,2,63,64
923,3,51,49
923,4,41,34
923,5,41,28
923,6,39,14
923,7,35,12
923,8,35,-1
924,1,61,64
924,2,57,44
924,3,49,34
924,4,36,23
924,5,33,13
924,6,23,1
924,7,27,1
924,8,27,-9
925,1,60,65
925,2,50,49
925,3,38,24
925,4,29,14
925,5,14,4
925,6,13,4
925,7,13,4
925,8,12,4
925,9,12,4
925,10,12,4
925,11,10,4
925,12,8,4
925,13,6,4
925,14,1,4
925,15,-1,4
926,1,69,63
926,2,67,55
926,3,56,40
926,4,44,36
926,5,19,20
926,6,19,0
927,1,69,65
927,2,59,50
927,3,55,46
927,4,46,31
927,5,31,19
927,6,21,9
927,7,15,9
927,8,12,9
927,9,22,19
927,10,30,19
927,11,16,9
927,12,16,-5
928,1,75,73
928,2,67,61
928,3,67,59
928,4,53,55
928,5,53,55
928,6,38,51
928,7,33,51
928,8,21,38
928,9,8,33
928,10,3,33
928,11,-3,33
929,1,69,67
929,2,54,55
929,3,50,44
929,4,44,29
929,5,48,29
929,6,36,23
929,7,21,8
929,8,11,8
929,9,11,-6
930,1,69,65
930,2,56,45
930,3,41,33
930,4,30,21
930,5,18,13
930,6,16,13
930,7,6,2
930,8,6,-10
931,1,50,65
931,2,36,50
931,3,31,40
931,4,31,35
931,5,23,27
931,6,23,25
931,7,13,11
931,8,11,11
931,9,10,11
931,10,10,-4
932,1,75,70
932,2,63,66
932,3,50,56
932,4,39,45
932,5,27,30
932,6,12,17
932,7,12,-3
933,1,75,73
933,2,60,73
933,3,45,62
933,4,34,53
933,5,21,28
933,6,19,28
933,7,21,28
933,8,6,28
933,9,3,28
933,10,-8,14
934,1,67,62
934,2,57,50
934,3,47,38
934,4,36,28
934,5,30,15
934,6,26,6
934,7,26,-10
935,1,55,60
935,2,53,60
935,3,33,50
935,4,27,38
935,5,23,38
935,6,18,38
935,7,8,26
935,8,14,26
935,9,12,26
935,10,-2,6
936,1,55,67
936,2,43,65
936,3,31,50
936,4,23,35
936,5,33,45
936,6,17,30
936,7,5,5
936,8,11,5
936,9,6,5
936,10,14,5
936,11,21,5
936,12,31,15
936,13,17,3
936,14,18,3
936,15,18,-10
937,1,50,65
937,2,40,45
937,3,36,32
937,4,21,12
937,5,21,-3
938,1,71,75
938,2,63,75
938,3,73,75
938,4,62,55
938,5,51,44
938,6,43,36
938,7,31,28
938,8,25,13
938,9,16,1
938,10,18,1
938,11,18,-9
939,1,70,60
939,2,70,62
939,3,70,60
939,4,55,49
939,5,43,34
939,6,33,24
939,7,25,12
939,8,25,12
939,9,25,12
939,10,35,22
939,11,15,7
939,12,11,7
939,13,10,7
939,14,5,7
939,15,0,7
940,1,66,67
940,2,60,56
940,3,46,44
940,4,31,31
940,5,16,18
940,6,6,9
940,7,10,9
940,8,7,9
940,9,5,9
940,10,6,9
940,11,16,19
940,12,6,19
940,13,7,19
940,14,7,-1
941,1,63,59
941,2,50,44
941,3,30,32
941,4,18,28
941,5,13,15
941,6,15,15
941,7,5,15
941,8,15,25
941,9,10,25
941,10,-1,5
942,1,55,62
942,2,49,52
942,3,39,40
942,4,29,28
942,5,15,15
942,6,0,15
943,1,73,65
943,2,59,53
943,3,48,38
943,4,47,38
943,5,27,29
943,6,15,14
943,7,14,14
943,8,9,14
943,9,13,14
943,10,3,14
943,11,1,14
943,12,7,14
943,13,-3,1
944,1,69,55
944,2,54,41
944,3,52,31
944,4,43,16
944,5,43,11
944,6,43,-3
945,1,63,62
945,2,48,47
945,3,48,47
945,4,56,47
945,5,46,43
945,6,40,38
945,7,26,25
945,8,16,17
945,9,20,17
945,10,12,2
945,11,7,2
945,12,4,2
945,13,2,2
945,14,2,-8
946,1,59,69
946,2,49,59
946,3,34,49
946,4,35,49
946,5,25,43
946,6,35,53
946,7,22,28
946,8,32,38
946,9,32,40
946,10,24,32
946,11,4,22
946,12,-1,22
947,1,69,65
947,2,58,57
947,3,58,57
947,4,48,53
947,5,52,53
947,6,37,33
947,7,35,33
947,8,33,23
947,9,18,12
947,10,13,12
947,11,9,12
947,12,-6,12
948,1,55,50
948,2,55,46
948,3,39,36
948,4,29,22
948,5,19,10
948,6,29,20
948,7,29,-5
949,1,75,75
949,2,59,62
949,3,53,56
949,4,42,36
949,5,27,32
949,6,13,17
949,7,0,9
950,1,55,62
950,2,45,47
950,3,45,47
950,4,33,32
950,5,33,36
950,6,24,24
950,7,13,4
950,8,8,4
950,9,5,4
950,10,2,4
950,11,2,-4
951,1,75,60
951,2,59,50
951,3,53,40
951,4,44,25
951,5,42,25
951,6,42,0
952,1,50,60
952,2,50,66
952,3,35,54
952,4,23,40
952,5,21,40
952,6,5,30
952,7,4,30
952,8,-6,18
953,1,75,74
953,2,66,65
953,3,66,62
953,4,56,48
953,5,31,36
953,6,11,20
953,7,-1,5
954,1,75,74
954,2,67,54
954,3,54,39
954,4,46,25
954,5,43,20
954,6,37,10
954,7,37,0
955,1,75,73
955,2,73,62
955,3,60,51
955,4,44,37
955,5,34,23
955,6,26,3
955,7,26,-7
956,1,65,59
956,2,54,49
956,3,40,38
956,4,38,24
956,5,22,14
956,6,22,0
957,1,75,75
957,2,67,50
957,3,67,50
957,4,62,36
957,5,57,23
957,6,43,11
957,7,31,1
957,8,31,-1
958,1,66,63
958,2,67,63
958,3,65,49
958,4,75,59
958,5,75,65
958,6,75,75
958,7,63,50
958,8,63,49
958,9,73,59
958,10,58,49
958,11,58,39
958,12,58,41
958,13,58,41
958,14,58,39
958,15,58,37
958,16,58,35
958,17,58,41
958,18,58,45
958,19,58,40
958,20,58,42
958,21,58,42
958,22,53,22
958,23,28,8
958,24,28,-1
959,1,55,61
959,2,46,45
959,3,42,35
959,4,30,25
959,5,17,11
959,6,17,-3
960,1,75,70
960,2,59,59
960,3,57,59
960,4,57,54
960,5,47,40
960,6,27,34
960,7,12,14
960,8,10,14
960,9,20,24
960,10,5,24
960,11,0,24
961,1,63,64
961,2,53,49
961,3,33,39
961,4,31,39
961,5,28,35
961,6,15,22
961,7,22,22
961,8,19,22
961,9,4,9
961,10,4,-2
962,1,71,63
962,2,71,59
962,3,71,61
962,4,63,41
962,5,53,35
962,6,49,20
962,7,49,0
963,1,59,63
963,2,59,59
963,3,45,44
963,4,45,40
963,5,25,28
963,6,21,19
963,7,21,19
963,8,9,4
963,9,13,4
963,10,13,-4
964,1,55,50
964,2,43,37
964,3,31,31
964,4,27,19
964,5,21,7
964,6,27,7
964,7,19,2
964,8,19,-3
965,1,66,62
965,2,62,48
965,3,52,33
965,4,52,37
965,5,59,37
965,6,49,24
965,7,34,4
965,8,34,-6
966,1,75,71
966,2,62,62
966,3,58,54
966,4,48,39
966,5,44,37
966,6,36,29
966,7,26,14
966,8,22,4
966,9,17,4
966,10,27,14
966,11,27,-1
967,1,75,73
967,2,62,62
967,3,72,72
967,4,72,62
967,5,59,62
967,6,48,52
967,7,37,50
967,8,24,35
967,9,24,35
967,10,14,29
967,11,2,14
967,12,-2,14
968,1,64,60
968,2,44,51
968,3,33,35
968,4,40,35
968,5,27,26
968,6,7,14
968,7,2,14
968,8,-2,14
969,1,72,62
969,2,62,52
969,3,48,42
969,4,40,30
969,5,27,10
969,6,27,-15
970,1,60,67
970,2,45,53
970,3,30,51
970,4,18,36
970,5,15,36
970,6,17,36
970,7,14,36
970,8,-11,21
971,1,63,60
971,2,61,46
971,3,47,32
971,4,39,20
971,5,35,14
971,6,20,10
971,7,20,-3
972,1,60,62
972,2,49,50
972,3,34,40
972,4,21,28
972,5,22,28
972,6,18,28
972,7,15,28
972,8,5,20
972,9,0,20
973,1,61,75
973,2,61,75
973,3,57,75
973,4,46,71
973,5,36,59
973,6,26,56
973,7,13,45
973,8,7,45
973,9,5,45
973,10,-7,31
974,1,62,62
974,2,48,48
974,3,36,44
974,4,26,30
974,5,15,18
974,6,12,18
974,7,9,18
974,8,4,18
974,9,-1,18
975,1,61,69
975,2,49,57
975,3,44,47
975,4,44,53
975,5,30,38
975,6,18,34
975,7,16,34
975,8,26,44
975,9,12,32
975,10,12,32
975,11,13,32
975,12,1,17
975,13,-3,17
976,1,63,60
976,2,59,51
976,3,59,45
976,4,56,42
976,5,48,27
976,6,34,19
976,7,34,14
976,8,34,-6
977,1,60,72
977,2,45,57
977,3,30,43
977,4,20,35
977,5,26,35
977,6,14,26
977,7,10,26
977,8,5,26
977,9,-7,20
978,1,60,50
978,2,54,38
978,3,39,32
978,4,35,20
978,5,35,0
979,1,62,60
979,2,62,60
979,3,57,48
979,4,37,36
979,5,12,21
979,6,10,21
979,7,5,21
979,8,5,21
979,9,-5,11
980,1,64,65
980,2,64,63
980,3,58,57
980,4,66,57
980,5,41,47
980,6,27,34
980,7,12,24
980,8,8,24
980,9,18,34
980,10,16,34
980,11,13,34
980,12,-2,34
981,1,61,73
981,2,50,63
981,3,38,50
981,4,23,37
981,5,8,27
981,6,4,27
981,7,-10,7
982,1,61,62
982,2,61,52
982,3,46,39
982,4,34,35
982,5,34,31
982,6,25,18
982,7,31,18
982,8,21,4
982,9,21,-8
983,1,63,63
983,2,59,63
983,3,55,63
983,4,43,55
983,5,38,35
983,6,38,35
983,7,34,31
983,8,26,23
983,9,26,23
983,10,18,11
983,11,8,11
983,12,12,11
983,13,-8,7
984,1,63,65
984,2,58,65
984,3,66,65
984,4,56,49
984,5,45,39
984,6,39,27
984,7,33,13
984,8,33,-1
985,1,64,65
985,2,52,50
985,3,43,25
985,4,28,11
985,5,8,1
985,6,14,1
985,7,16,1
985,8,16,-15
986,1,72,70
986,2,63,50
986,3,48,38
986,4,47,38
986,5,38,26
986,6,24,20
986,7,28,20
986,8,28,20
986,9,25,10
986,10,25,-6
987,1,61,63
987,2,46,48
987,3,34,23
987,4,19,11
987,5,14,11
987,6,8,11
987,7,8,11
987,8,4,11
987,9,1,11
987,10,7,11
987,11,2,11
987,12,2,0
988,1,64,61
988,2,39,41
988,3,25,31
988,4,21,19
988,5,19,19
988,6,16,19
988,7,10,11
988,8,7,11
988,9,4,11
988,10,4,11
988,11,0,11
989,1,61,63
989,2,46,50
989,3,31,42
989,4,20,22
989,5,28,22
989,6,18,14
989,7,13,14
989,8,9,14
989,9,6,14
989,10,1,14
989,11,-8,2
990,1,61,75
990,2,56,75
990,3,42,61
990,4,36,47
990,5,26,41
990,6,26,41
990,7,11,26
990,8,7,26
990,9,2,26
990,10,-8,14
991,1,65,71
991,2,54,56
991,3,42,46
991,4,28,31
991,5,23,11
991,6,31,11
991,7,31,-14
992,1,64,65
992,2,51,61
992,3,41,48
992,4,41,43
992,5,30,29
992,6,28,29
992,7,13,19
992,8,11,19
992,9,-4,10
993,1,64,62
993,2,64,57
993,3,48,55
993,4,38,45
993,5,35,45
993,6,22,31
993,7,9,16
993,8,-1,16
994,1,65,63
994,2,45,48
994,3,30,37
994,4,30,39
994,5,18,14
994,6,12,9
994,7,2,9
994,8,0,9
995,1,64,67
995,2,60,52
995,3,51,42
995,4,39,34
995,5,25,21
995,6,0,12
996,1,75,75
996,2,64,62
996,3,56,47
996,4,41,37
996,5,31,27
996,6,27,13
996,7,27,-2
997,1,63,50
997,2,53,45
997,3,38,34
997,4,24,24
997,5,13,9
997,6,13,9
997,7,10,9
997,8,-5,4
998,1,61,73
998,2,48,58
998,3,48,58
998,4,28,44
998,5,16,24
998,6,15,24
998,7,15,24
998,8,6,13
998,9,4,13
998,10,1,13
998,11,11,23
998,12,7,13
998,13,7,0
999,1,62,63
999,2,62,53
999,3,54,39
999,4,39,34
999,5,37,34
999,6,29,24
999,7,23,4
999,8,18,4
999,9,16,4
999,10,16,4
999,11,16,-2
1000,1,64,75
1000,2,54,64
1000,3,44,49
1000,4,44,44
1000,5,35,32
1000,6,25,21
1000,7,16,6
1000,8,6,6
1000,9,5,6
1000,10,5,-9
1001,1,60,50
1001,2,45,30
1001,3,20,15
1001,4,12,4
1001,5,12,-8
1002,1,71,59
1002,2,56,44
1002,3,44,31
1002,4,38,11
1002,5,35,1
1002,6,35,-12
1003,1,65,64
1003,2,53,53
1003,3,42,49
1003,4,29,36
1003,5,27,36
1003,6,12,23
1003,7,8,23
1003,8,5,23
1003,9,0,13
1004,1,60,63
1004,2,48,53
1004,3,28,38
1004,4,3,13
1004,5,3,13
1004,6,3,0
1005,1,62,75
1005,2,50,60
1005,3,42,48
1005,4,42,48
1005,5,42,44
1005,6,27,30
1005,7,27,28
1005,8,37,38
1005,9,37,28
1005,10,37,25
1005,11,27,15
1005,12,11,7
1005,13,8,7
1005,14,3,7
1005,15,1,7
1005,16,-1,7
1006,1,64,61
1006,2,49,50
1006,3,34,46
1006,4,20,30
1006,5,19,30
1006,6,16,30
1006,7,23,30
1006,8,23,30
1006,9,22,30
1006,10,18,5
1006,11,18,5
1006,12,-2,2
1007,1,65,62
1007,2,50,47
1007,3,36,37
1007,4,21,25
1007,5,16,25
1007,6,5,13
1007,7,11,13
1007,8,11,0
1008,1,60,62
1008,2,47,52
1008,3,35,40
1008,4,24,30
1008,5,19,30
1008,6,17,30
1008,7,6,26
1008,8,6,26
1008,9,4,26
1008,10,8,26
1008,11,12,26
1008,12,0,14
1009,1,61,69
1009,2,71,75
1009,3,69,62
1009,4,58,52
1009,5,63,52
1009,6,53,32
1009,7,50,20
1009,8,35,9
1009,9,35,-6
1010,1,63,65
1010,2,63,63
1010,3,48,51
1010,4,38,40
1010,5,24,28
1010,6,24,28
1010,7,20,28
1010,8,15,28
1010,9,10,28
1010,10,8,28
1010,11,18,38
1010,12,16,38
1010,13,11,38
1010,14,1,18
1010,15,8,18
1010,16,13,18
1010,17,17,18
1010,18,13,18
1010,19,15,18
1010,20,5,18
1010,21,-5,8
1011,1,65,63
1011,2,54,49
1011,3,45,43
1011,4,34,29
1011,5,20,18
1011,6,20,18
1011,7,20,18
1011,8,20,20
1011,9,10,20
1011,10,4,20
1011,11,-6,9
1012,1,75,72
1012,2,65,61
1012,3,65,56
1012,4,65,54
1012,5,65,51
1012,6,62,38
1012,7,42,24
1012,8,36,20
1012,9,30,20
1012,10,19,5
1012,11,20,5
1012,12,5,5
1012,13,4,5
1012,14,4,-10
1013,1,75,75
1013,2,62,62
1013,3,59,42
1013,4,53,28
1013,5,40,18
1013,6,28,2
1013,7,28,-10
1014,1,62,66
1014,2,48,60
1014,3,48,61
1014,4,40,46
1014,5,25,30
1014,6,21,30
1014,7,19,30
1014,8,10,22
1014,9,15,22
1014,10,13,22
1014,11,13,22
1014,12,19,22
1014,13,17,22
1014,14,17,22
1014,15,2,8
1014,16,9,8
1014,17,19,18
1014,18,29,28
1014,19,15,18
1014,20,5,18
